COG	COG term
COG4899	[S] COG4899 Uncharacterized protein conserved in bacteria
COG4900	[R] COG4900 Predicted metallopeptidase
COG4901	[J] COG4901 Ribosomal protein S25
COG4902	[S] COG4902 Uncharacterized protein conserved in archaea
COG4903	[K] COG4903 Genetic competence transcription factor
COG4904	[S] COG4904 Uncharacterized protein conserved in archaea
COG4905	[S] COG4905 Predicted membrane protein
COG4906	[S] COG4906 Predicted membrane protein
COG4907	[S] COG4907 Predicted membrane protein
COG4908	[R] COG4908 Uncharacterized protein containing a NRPS condensation (elongation) domain
COG4909	[Q] COG4909 Propanediol dehydratase, large subunit
COG4910	[Q] COG4910 Propanediol dehydratase, small subunit
COG4911	[S] COG4911 Uncharacterized conserved protein
COG4912	[L] COG4912 Predicted DNA alkylation repair enzyme
COG4913	[S] COG4913 Uncharacterized protein conserved in bacteria
COG4914	[R] COG4914 Predicted nucleotidyltransferase
COG4915	[R] COG4915 5-bromo-4-chloroindolyl phosphate hydrolysis protein
COG4916	[S] COG4916 Uncharacterized protein containing a TIR (Toll-Interleukin 1-resistance) domain
COG4917	[E] COG4917 Ethanolamine utilization protein
COG4918	[S] COG4918 Uncharacterized protein conserved in bacteria
COG4919	[J] COG4919 Ribosomal protein S30
COG4920	[S] COG4920 Predicted membrane protein
COG4921	[S] COG4921 Uncharacterized protein conserved in archaea
COG4922	[S] COG4922 Uncharacterized protein conserved in bacteria
COG4923	[S] COG4923 Uncharacterized conserved protein
COG4924	[S] COG4924 Uncharacterized protein conserved in bacteria
COG4925	[S] COG4925 Uncharacterized conserved protein
COG4926	[S] COG4926 Phage-related protein
COG4927	[R] COG4927 Predicted choloylglycine hydrolase
COG4928	[R] COG4928 Predicted P-loop ATPase
COG4929	[S] COG4929 Uncharacterized membrane-anchored protein
COG4930	[O] COG4930 Predicted ATP-dependent Lon-type protease
COG4932	[M] COG4932 Predicted outer membrane protein
COG4933	[S] COG4933 Uncharacterized conserved protein
COG4934	[O] COG4934 Predicted protease
COG4935	[O] COG4935 Regulatory P domain of the subtilisin-like proprotein convertases and other proteases
COG4936	[TK] COG4936 Predicted sensor domain
COG4937	[J] COG4937 Predicted regulatory domain of prephenate dehydrogenase
COG4938	[S] COG4938 Uncharacterized conserved protein
COG4939	[S] COG4939 Major membrane immunogen, membrane-anchored lipoprotein
COG4940	[U] COG4940 Competence protein ComGF
COG4941	[K] COG4941 Predicted RNA polymerase sigma factor containing a TPR repeat domain
COG4942	[D] COG4942 Membrane-bound metallopeptidase
COG4943	[T] COG4943 Predicted signal transduction protein containing sensor and EAL domains
COG4944	[S] COG4944 Uncharacterized protein conserved in bacteria
COG4945	[G] COG4945 Membrane-anchored protein predicted to be involved in regulation of amylopullulanase
COG4946	[S] COG4946 Uncharacterized protein related to the periplasmic component of the Tol biopolymer transport system
COG4947	[S] COG4947 Uncharacterized protein conserved in bacteria
COG4948	[MR] COG4948 L-alanine-DL-glutamate epimerase and related enzymes of enolase superfamily
COG4949	[S] COG4949 Uncharacterized membrane-anchored protein conserved in bacteria
COG4950	[S] COG4950 Uncharacterized protein conserved in bacteria
COG4951	[S] COG4951 Uncharacterized protein conserved in bacteria
COG4952	[M] COG4952 Predicted sugar isomerase
COG4953	[M] COG4953 Membrane carboxypeptidase/penicillin-binding protein PbpC
COG4954	[S] COG4954 Uncharacterized protein conserved in bacteria
COG4955	[S] COG4955 Uncharacterized protein conserved in bacteria
COG4956	[R] COG4956 Integral membrane protein (PIN domain superfamily)
COG4957	[K] COG4957 Predicted transcriptional regulator
COG4959	[OU] COG4959 Type IV secretory pathway, protease TraF
COG4960	[OU] COG4960 Flp pilus assembly protein, protease CpaA
COG4961	[U] COG4961 Flp pilus assembly protein TadG
COG4962	[U] COG4962 Flp pilus assembly protein, ATPase CpaF
COG4963	[U] COG4963 Flp pilus assembly protein, ATPase CpaE
COG4964	[U] COG4964 Flp pilus assembly protein, secretin CpaC
COG4965	[U] COG4965 Flp pilus assembly protein TadB
COG4966	[NU] COG4966 Tfp pilus assembly protein PilW
COG4967	[NU] COG4967 Tfp pilus assembly protein PilV
COG4968	[NU] COG4968 Tfp pilus assembly protein PilE
COG4969	[NU] COG4969 Tfp pilus assembly protein, major pilin PilA
COG4970	[NU] COG4970 Tfp pilus assembly protein FimT
COG4972	[NU] COG4972 Tfp pilus assembly protein, ATPase PilM
COG4973	[L] COG4973 Site-specific recombinase XerC
COG4974	[L] COG4974 Site-specific recombinase XerD
COG4975	[G] COG4975 Putative glucose uptake permease
COG4976	[R] COG4976 Predicted methyltransferase (contains TPR repeat)
COG4977	[K] COG4977 Transcriptional regulator containing an amidase domain and an AraC-type DNA-binding HTH domain
COG4978	[KT] COG4978 Transcriptional regulator, effector-binding domain/component
COG4980	[R] COG4980 Gas vesicle protein
COG4981	[I] COG4981 Enoyl reductase domain of yeast-type FAS1
COG4982	[I] COG4982 3-oxoacyl-[acyl-carrier protein] reductase
COG4983	[S] COG4983 Uncharacterized conserved protein
COG4984	[S] COG4984 Predicted membrane protein
COG4985	[P] COG4985 ABC-type phosphate transport system, auxiliary component
COG4986	[P] COG4986 ABC-type anion transport system, duplicated permease component
COG4987	[CO] COG4987 ABC-type transport system involved in cytochrome bd biosynthesis, fused ATPase and permease components
COG4988	[CO] COG4988 ABC-type transport system involved in cytochrome bd biosynthesis, ATPase and permease components
COG4989	[R] COG4989 Predicted oxidoreductase
COG4990	[S] COG4990 Uncharacterized protein conserved in bacteria
COG4991	[S] COG4991 Uncharacterized protein with a bacterial SH3 domain homologue
COG4992	[E] COG4992 Ornithine/acetylornithine aminotransferase
COG4993	[G] COG4993 Glucose dehydrogenase
COG4994	[S] COG4994 Uncharacterized protein conserved in bacteria
COG4995	[S] COG4995 Uncharacterized protein conserved in bacteria
COG4996	[R] COG4996 Predicted phosphatase
COG4997	[S] COG4997 Uncharacterized conserved protein
COG4998	[L] COG4998 Predicted endonuclease (RecB family)
COG4999	[T] COG4999 Uncharacterized domain of BarA-like signal transduction histidine kinases
COG5000	[T] COG5000 Signal transduction histidine kinase involved in nitrogen fixation and metabolism regulation
COG5001	[T] COG5001 Predicted signal transduction protein containing a membrane domain, an EAL and a GGDEF domain
COG5002	[T] COG5002 Signal transduction histidine kinase
COG5003	[R] COG5003 Mu-like prophage protein gp37
COG5004	[R] COG5004 P2-like prophage tail protein X
COG5005	[R] COG5005 Mu-like prophage protein gpG
COG5006	[R] COG5006 Predicted permease, DMT superfamily
COG5007	[K] COG5007 Predicted transcriptional regulator, BolA superfamily
COG5008	[NU] COG5008 Tfp pilus assembly protein, ATPase PilU
COG5009	[M] COG5009 Membrane carboxypeptidase/penicillin-binding protein
COG5010	[U] COG5010 Flp pilus assembly protein TadD, contains TPR repeats
COG5011	[S] COG5011 Uncharacterized protein conserved in bacteria
COG5012	[R] COG5012 Predicted cobalamin binding protein
COG5013	[C] COG5013 Nitrate reductase alpha subunit
COG5014	[R] COG5014 Predicted Fe-S oxidoreductase
COG5015	[S] COG5015 Uncharacterized conserved protein
COG5016	[C] COG5016 Pyruvate/oxaloacetate carboxyltransferase
COG5017	[S] COG5017 Uncharacterized conserved protein
COG5018	[R] COG5018 Inhibitor of the KinA pathway to sporulation, predicted exonuclease
COG5019	[DZ] COG5019 Septin family protein
COG5020	[G] COG5020 Mannosyltransferase
COG5021	[O] COG5021 Ubiquitin-protein ligase
COG5022	[Z] COG5022 Myosin heavy chain
COG5023	[Z] COG5023 Tubulin
COG5024	[D] COG5024 Cyclin
COG5025	[K] COG5025 Transcription factor of the Forkhead/HNF3 family
COG5026	[G] COG5026 Hexokinase
COG5027	[B] COG5027 Histone acetyltransferase (MYST family)
COG5028	[U] COG5028 Vesicle coat complex COPII, subunit SEC24/subunit SFB2/subunit SFB3
COG5029	[O] COG5029 Prenyltransferase, beta subunit
COG5030	[U] COG5030 Clathrin adaptor complex, small subunit
COG5031	[H] COG5031 Uncharacterized protein involved in ubiquinone biosynthesis
COG5032	[TDBLU] COG5032 Phosphatidylinositol kinase and protein kinases of the PI-3 kinase family
COG5033	[K] COG5033 Transcription initiation factor IIF, auxiliary subunit
COG5034	[B] COG5034 Chromatin remodeling protein, contains PhD zinc finger
COG5035	[DKT] COG5035 Cell cycle control protein
COG5036	[P] COG5036 SPX domain-containing protein involved in vacuolar polyphosphate accumulation
COG5037	[TG] COG5037 Gluconate transport-inducing protein
COG5038	[R] COG5038 Ca2+-dependent lipid-binding protein, contains C2 domain
COG5039	[GM] COG5039 Exopolysaccharide biosynthesis protein
COG5040	[T] COG5040 14-3-3 family protein
COG5041	[TDK] COG5041 Casein kinase II, beta subunit
COG5042	[F] COG5042 Purine nucleoside permease
COG5043	[U] COG5043 Vacuolar protein sorting-associated protein
COG5044	[O] COG5044 RAB proteins geranylgeranyltransferase component A (RAB escort protein)
COG5045	[J] COG5045 Ribosomal protein S10E
COG5046	[O] COG5046 Protein involved in Mod5 protein sorting
COG5047	[U] COG5047 Vesicle coat complex COPII, subunit SEC23
COG5048	[R] COG5048 FOG: Zn-finger
COG5049	[LDA] COG5049 5'-3' exonuclease
COG5050	[I] COG5050 sn-1,2-diacylglycerol ethanolamine- and cholinephosphotranferases
COG5051	[J] COG5051 Ribosomal protein L36E
COG5052	[U] COG5052 Protein involved in membrane traffic
COG5053	[J] COG5053 Translation initiation factor 4E (eIF-4E)
COG5054	[O] COG5054 Mitochondrial sulfhydryl oxidase involved in the biogenesis of cytosolic Fe/S proteins
COG5055	[L] COG5055 Recombination DNA repair protein (RAD52 pathway)
COG5056	[I] COG5056 Acyl-CoA cholesterol acyltransferase
COG5057	[DT] COG5057 Phosphotyrosyl phosphatase activator
COG5058	[U] COG5058 Protein transporter of the TRAM (translocating chain-associating membrane) superfamily, longevity assurance factor
COG5059	[Z] COG5059 Kinesin-like protein
COG5061	[OU] COG5061 Oxidoreductin, endoplasmic reticulum membrane-associated protein involved in disulfide bond formation
COG5062	[S] COG5062 Uncharacterized membrane protein
COG5063	[R] COG5063 CCCH-type Zn-finger protein
COG5064	[U] COG5064 Karyopherin (importin) alpha
COG5065	[P] COG5065 Protein involved in inorganic phosphate transport
COG5066	[U] COG5066 VAMP-associated protein involved in inositol metabolism
COG5067	[LD] COG5067 Protein kinase essential for the initiation of DNA replication
COG5068	[K] COG5068 Regulator of arginine metabolism and related MADS box-containing transcription factors
COG5069	[Z] COG5069 Ca2+-binding actin-bundling protein fimbrin/plastin (EF-Hand superfamily)
COG5070	[GOU] COG5070 Nucleotide-sugar transporter
COG5071	[O] COG5071 26S proteasome regulatory complex component
COG5072	[D] COG5072 Serine/threonine kinase of the haspin family
COG5073	[U] COG5073 Vacuolar import and degradation protein
COG5074	[U] COG5074 t-SNARE complex subunit, syntaxin
COG5075	[S] COG5075 Uncharacterized conserved protein
COG5076	[BK] COG5076 Transcription factor involved in chromatin remodeling, contains bromodomain
COG5077	[O] COG5077 Ubiquitin carboxyl-terminal hydrolase
COG5078	[O] COG5078 Ubiquitin-protein ligase
COG5079	[UD] COG5079 Nuclear protein export factor
COG5080	[U] COG5080 Rab GTPase interacting factor, Golgi membrane protein
COG5081	[S] COG5081 Predicted membrane protein
COG5082	[OU] COG5082 Arginine methyltransferase-interacting protein, contains RING Zn-finger
COG5083	[R] COG5083 Uncharacterized protein involved in plasmid maintenance
COG5084	[R] COG5084 Cleavage and polyadenylation specificity factor (CPSF) Clipper subunit and related makorin family Zn-finger proteins
COG5085	[S] COG5085 Predicted membrane protein
COG5086	[S] COG5086 Uncharacterized conserved protein
COG5087	[S] COG5087 Uncharacterized conserved protein
COG5088	[R] COG5088 Rad5p-binding protein
COG5090	[K] COG5090 Transcription initiation factor IIF, small subunit (RAP30)
COG5091	[R] COG5091 Suppressor of G2 allele of skp1 and related proteins
COG5092	[I] COG5092 N-myristoyl transferase
COG5093	[S] COG5093 Uncharacterized conserved protein
COG5094	[K] COG5094 Transcription initiation factor TFIID, subunit TAF9 (also component of histone acetyltransferase SAGA)
COG5095	[K] COG5095 Transcription initiation factor TFIID, subunit TAF6 (also component of histone acetyltransferase SAGA)
COG5096	[U] COG5096 Vesicle coat complex, various subunits
COG5097	[K] COG5097 RNA polymerase II transcriptional regulation mediator
COG5098	[BD] COG5098 Chromosome condensation complex Condensin, subunit D2
COG5099	[J] COG5099 RNA-binding protein of the Puf family, translational repressor
COG5100	[Y] COG5100 Nuclear pore protein
COG5101	[YU] COG5101 Importin beta-related nuclear transport receptor
COG5102	[U] COG5102 Membrane protein involved in ER to Golgi transport
COG5103	[DK] COG5103 Cell division control protein, negative regulator of transcription
COG5104	[A] COG5104 Splicing factor
COG5105	[D] COG5105 Mitotic inducer, protein phosphatase
COG5106	[S] COG5106 Uncharacterized conserved protein
COG5107	[A] COG5107 Pre-mRNA 3'-end processing (cleavage and polyadenylation) factor
COG5108	[K] COG5108 Mitochondrial DNA-directed RNA polymerase
COG5109	[R] COG5109 Uncharacterized conserved protein, contains RING Zn-finger
COG5110	[O] COG5110 26S proteasome regulatory complex component
COG5111	[K] COG5111 DNA-directed RNA polymerase III, subunit C34
COG5112	[R] COG5112 U1-like Zn-finger-containing protein
COG5113	[O] COG5113 Ubiquitin fusion degradation protein 2
COG5114	[B] COG5114 Histone acetyltransferase complex SAGA/ADA, subunit ADA2
COG5116	[O] COG5116 26S proteasome regulatory complex component
COG5117	[JU] COG5117 Protein involved in the nuclear export of pre-ribosomes
COG5118	[K] COG5118 Transcription initiation factor TFIIIB, Bdp1 subunit
COG5119	[R] COG5119 Uncharacterized protein, contains ParB-like nuclease domain
COG5120	[U] COG5120 Membrane protein involved in Golgi transport
COG5122	[U] COG5122 Transport protein particle (TRAPP) complex subunit
COG5123	[K] COG5123 Transcription initiation factor IIA, gamma subunit
COG5124	[DR] COG5124 Protein predicted to be involved in meiotic recombination
COG5125	[S] COG5125 Uncharacterized conserved protein
COG5126	[TZDR] COG5126 Ca2+-binding protein (EF-Hand superfamily)
COG5127	[C] COG5127 Vacuolar H+-ATPase V1 sector, subunit C
COG5128	[U] COG5128 Transport protein particle (TRAPP) complex subunit
COG5129	[R] COG5129 Nuclear protein with HMG-like acidic region
COG5130	[UT] COG5130 Prenylated rab acceptor 1 and related proteins
COG5131	[O] COG5131 Ubiquitin-like protein
COG5132	[KD] COG5132 Cell cycle control protein, G10 family
COG5133	[S] COG5133 Uncharacterized conserved protein
COG5134	[S] COG5134 Uncharacterized conserved protein
COG5135	[S] COG5135 Uncharacterized conserved protein
COG5136	[A] COG5136 U1 snRNP-specific protein C
COG5137	[KB] COG5137 Histone chaperone involved in gene silencing
COG5138	[S] COG5138 Uncharacterized conserved protein
COG5139	[S] COG5139 Uncharacterized conserved protein
COG5140	[O] COG5140 Ubiquitin fusion-degradation protein
COG5141	[R] COG5141 PHD zinc finger-containing protein
COG5142	[L] COG5142 Oxidation resistance protein
COG5143	[U] COG5143 Synaptobrevin/VAMP-like protein
COG5144	[KL] COG5144 RNA polymerase II transcription initiation/nucleotide excision repair factor TFIIH, subunit TFB2
COG5145	[L] COG5145 DNA excision repair protein
COG5146	[H] COG5146 Pantothenate kinase, acetyl-CoA regulated
COG5147	[KAD] COG5147 Myb superfamily proteins, including transcription factors and mRNA splicing factors
COG5148	[O] COG5148 26S proteasome regulatory complex, subunit RPN10/PSMD4
COG5149	[K] COG5149 Transcription initiation factor IIA, large chain
COG5150	[K] COG5150 Class 2 transcription repressor NC2, beta subunit (Dr1)
COG5151	[KL] COG5151 RNA polymerase II transcription initiation/nucleotide excision repair factor TFIIH, subunit SSL1
COG5152	[R] COG5152 Uncharacterized conserved protein, contains RING and CCCH-type Zn-fingers
COG5153	[UI] COG5153 Putative lipase essential for disintegration of autophagic bodies inside the vacuole
COG5154	[J] COG5154 RNA-binding protein required for 60S ribosomal subunit biogenesis
COG5155	[DO] COG5155 Separase, a protease involved in sister chromatid separation
COG5156	[DO] COG5156 Anaphase-promoting complex (APC), subunit 10
COG5157	[K] COG5157 RNA polymerase II assessory factor
COG5158	[U] COG5158 Proteins involved in synaptic transmission and general secretion, Sec1 family
COG5159	[O] COG5159 26S proteasome regulatory complex component
COG5160	[O] COG5160 Protease, Ulp1 family
COG5161	[A] COG5161 Pre-mRNA cleavage and polyadenylation specificity factor
COG5162	[K] COG5162 Transcription initiation factor TFIID, subunit TAF10 (also component of histone acetyltransferase SAGA)
COG5163	[J] COG5163 Protein required for biogenesis of the 60S ribosomal subunit
COG5164	[K] COG5164 Transcription elongation factor
COG5165	[KLB] COG5165 Nucleosome-binding factor SPN, POB3 subunit
COG5166	[S] COG5166 Uncharacterized conserved protein
COG5167	[U] COG5167 Protein involved in vacuole import and degradation
COG5169	[K] COG5169 Heat shock transcription factor
COG5170	[T] COG5170 Serine/threonine protein phosphatase 2A, regulatory subunit
COG5171	[U] COG5171 Ran GTPase-activating protein (Ran-binding protein)
COG5173	[U] COG5173 Exocyst complex subunit SEC6
COG5174	[K] COG5174 Transcription initiation factor IIE, beta subunit
COG5175	[K] COG5175 Transcriptional repressor
COG5176	[A] COG5176 Splicing factor (branch point binding protein)
COG5177	[S] COG5177 Uncharacterized conserved protein
COG5178	[A] COG5178 U5 snRNP spliceosome subunit
COG5179	[K] COG5179 Transcription initiation factor TFIID, subunit TAF1
COG5180	[A] COG5180 Protein interacting with poly(A)-binding protein
COG5181	[A] COG5181 U2 snRNP spliceosome subunit
COG5182	[A] COG5182 Splicing factor 3b, subunit 2
COG5183	[A] COG5183 Protein involved in mRNA turnover and stability
COG5184	[DZ] COG5184 Alpha-tubulin suppressor and related RCC1 domain-containing proteins
COG5185	[D] COG5185 Protein involved in chromosome segregation, interacts with SMC proteins
COG5186	[A] COG5186 Poly(A) polymerase
COG5187	[O] COG5187 26S proteasome regulatory complex component, contains PCI domain
COG5188	[A] COG5188 Splicing factor 3a, subunit 3
COG5189	[KD] COG5189 Putative transcriptional repressor regulating G2/M transition
COG5190	[K] COG5190 TFIIF-interacting CTD phosphatases, including NLI-interacting factor
COG5191	[R] COG5191 Uncharacterized conserved protein, contains HAT (Half-A-TPR) repeat
COG5192	[J] COG5192 GTP-binding protein required for 40S ribosome biogenesis
COG5193	[OJ] COG5193 La protein, small RNA-binding pol III transcript stabilizing protein and related La-motif-containing proteins involved in translation
COG5194	[OD] COG5194 Component of SCF ubiquitin ligase and anaphase-promoting complex
COG5195	[S] COG5195 Uncharacterized conserved protein
COG5196	[U] COG5196 ER lumen protein retaining receptor
COG5197	[S] COG5197 Predicted membrane protein
COG5198	[R] COG5198 Protein tyrosine phosphatase-like protein (contains Pro instead of catalytic Arg)
COG5199	[Z] COG5199 Calponin
COG5200	[A] COG5200 U1 snRNP component, mediates U1 snRNP association with cap-binding complex
COG5201	[O] COG5201 SCF ubiquitin ligase, SKP1 component
COG5202	[S] COG5202 Predicted membrane protein
COG5204	[K] COG5204 Transcription elongation factor SPT4
COG5206	[O] COG5206 Glycosylphosphatidylinositol transamidase (GPIT), subunit GPI8
COG5207	[O] COG5207 Isopeptidase T
COG5208	[K] COG5208 CCAAT-binding factor, subunit C
COG5209	[R] COG5209 Uncharacterized protein involved in cell differentiation/sexual development
COG5210	[R] COG5210 GTPase-activating protein
COG5211	[K] COG5211 RNA polymerase II-interacting protein involved in transcription start site selection
COG5212	[T] COG5212 Low-affinity cAMP phosphodiesterase
COG5213	[A] COG5213 Polyadenylation factor I complex, subunit FIP1
COG5214	[L] COG5214 DNA polymerase alpha-primase complex, polymerase-associated subunit B
COG5215	[U] COG5215 Karyopherin (importin) beta
COG5216	[S] COG5216 Uncharacterized conserved protein
COG5217	[DZ] COG5217 Microtubule-binding protein involved in cell cycle control
COG5218	[BD] COG5218 Chromosome condensation complex Condensin, subunit G
COG5219	[R] COG5219 Uncharacterized conserved protein, contains RING Zn-finger
COG5220	[DKL] COG5220 Cdk activating kinase (CAK)/RNA polymerase II transcription initiation/nucleotide excision repair factor TFIIH, subunit TFB3
COG5221	[K] COG5221 Dopey and related predicted leucine zipper transcription factors
COG5222	[R] COG5222 Uncharacterized conserved protein, contains RING Zn-finger
COG5223	[S] COG5223 Uncharacterized conserved protein
COG5224	[K] COG5224 CCAAT-binding factor, subunit B
COG5225	[J] COG5225 Uncharacterized protein involved in ribosome biogenesis
COG5226	[A] COG5226 mRNA capping enzyme, guanylyltransferase (alpha) subunit
COG5227	[O] COG5227 Ubiquitin-like protein (sentrin)
COG5228	[A] COG5228 mRNA deadenylase subunit
COG5229	[BD] COG5229 Chromosome condensation complex Condensin, subunit H
COG5230	[S] COG5230 Uncharacterized conserved protein
COG5231	[C] COG5231 Vacuolar H+-ATPase V1 sector, subunit H
COG5232	[U] COG5232 Preprotein translocase subunit Sec62
COG5233	[U] COG5233 Peripheral Golgi membrane protein
COG5234	[OZ] COG5234 Beta-tubulin folding cofactor D
COG5235	[L] COG5235 Single-stranded DNA-binding replication protein A (RPA), medium (30 kD) subunit
COG5236	[R] COG5236 Uncharacterized conserved protein, contains RING Zn-finger
COG5237	[S] COG5237 Predicted membrane protein
COG5238	[TA] COG5238 Ran GTPase-activating protein (RanGAP) involved in mRNA processing and transport
COG5239	[A] COG5239 mRNA deadenylase, exonuclease subunit and related nucleases
COG5240	[U] COG5240 Vesicle coat complex COPI, gamma subunit
COG5241	[L] COG5241 Nucleotide excision repair endonuclease NEF1, RAD10 subunit
COG5242	[KL] COG5242 RNA polymerase II transcription initiation/nucleotide excision repair factor TFIIH, subunit TFB4
COG5243	[O] COG5243 HRD ubiquitin ligase complex, ER membrane component
COG5244	[D] COG5244 Dynactin complex subunit involved in mitotic spindle partitioning in anaphase B
COG5245	[Z] COG5245 Dynein, heavy chain
COG5246	[A] COG5246 Splicing factor 3a, subunit 2
COG5247	[K] COG5247 Class 2 transcription repressor NC2, alpha subunit (DRAP1 homolog)
COG5248	[K] COG5248 Transcription initiation factor TFIID, subunit TAF13
COG5249	[U] COG5249 Golgi protein involved in Golgi-to-ER retrieval
COG5250	[K] COG5250 RNA polymerase II, fourth largest subunit
COG5251	[K] COG5251 Transcription initiation factor TFIID, subunit TAF11
COG5252	[R] COG5252 Uncharacterized conserved protein, contains CCCH-type Zn-finger protein
COG5253	[T] COG5253 Phosphatidylinositol-4-phosphate 5-kinase
COG5254	[S] COG5254 Predicted membrane protein
COG5255	[S] COG5255 Uncharacterized protein conserved in bacteria
COG5256	[J] COG5256 Translation elongation factor EF-1alpha (GTPase)
COG5257	[J] COG5257 Translation initiation factor 2, gamma subunit (eIF-2gamma; GTPase)
COG5258	[R] COG5258 GTPase
COG5259	[BK] COG5259 RSC chromatin remodeling complex subunit RSC8
COG5260	[L] COG5260 DNA polymerase sigma
COG5261	[DT] COG5261 Protein involved in regulation of cellular morphogenesis/cytokinesis
COG5262	[B] COG5262 Histone H2A
COG5263	[R] COG5263 FOG: Glucan-binding domain (YG repeat)
COG5264	[O] COG5264 Vacuolar transporter chaperone
COG5265	[O] COG5265 ABC-type transport system involved in Fe-S cluster assembly, permease and ATPase components
COG5266	[P] COG5266 ABC-type Co2+ transport system, periplasmic component
COG5267	[S] COG5267 Uncharacterized protein conserved in bacteria
COG5268	[NU] COG5268 Type IV secretory pathway, TrbD component
COG5269	[JO] COG5269 Ribosome-associated chaperone zuotin
COG5270	[J] COG5270 PUA domain (predicted RNA-binding domain)
COG5271	[R] COG5271 AAA ATPase containing von Willebrand factor type A (vWA) domain
COG5272	[O] COG5272 Ubiquitin
COG5273	[R] COG5273 Uncharacterized protein containing DHHC-type Zn finger
COG5274	[CI] COG5274 Cytochrome b involved in lipid metabolism
COG5275	[R] COG5275 BRCT domain type II
COG5276	[S] COG5276 Uncharacterized conserved protein
COG5277	[Z] COG5277 Actin and related proteins
COG5278	[T] COG5278 Predicted periplasmic ligand-binding sensor domain
COG5279	[D] COG5279 Uncharacterized protein involved in cytokinesis, contains TGc (transglutaminase/protease-like) domain
COG5280	[S] COG5280 Phage-related minor tail protein
COG5281	[S] COG5281 Phage-related minor tail protein
COG5282	[S] COG5282 Uncharacterized conserved protein
COG5283	[S] COG5283 Phage-related tail protein
COG5285	[Q] COG5285 Protein involved in biosynthesis of mitomycin antibiotics/polyketide fumonisin
COG5290	[K] COG5290 IkappaB kinase complex, IKAP component
COG5291	[S] COG5291 Predicted membrane protein
COG5293	[S] COG5293 Uncharacterized protein conserved in bacteria
COG5294	[S] COG5294 Uncharacterized protein conserved in bacteria
COG5295	[UW] COG5295 Autotransporter adhesin
COG5296	[K] COG5296 Transcription factor involved in TATA site selection and in elongation by RNA polymerase II
COG5297	[G] COG5297 Cellobiohydrolase A (1,4-beta-cellobiosidase A)
COG5298	[S] COG5298 Uncharacterized protein conserved in bacteria
COG5301	[R] COG5301 Phage-related tail fibre protein
COG5302	[R] COG5302 Post-segregation antitoxin (ccd killing mechanism protein) encoded by the F plasmid
COG5304	[S] COG5304 Uncharacterized protein conserved in bacteria
COG5305	[S] COG5305 Predicted membrane protein
COG5306	[S] COG5306 Uncharacterized conserved protein
COG5307	[R] COG5307 SEC7 domain proteins
COG5308	[U] COG5308 Nuclear pore complex subunit
COG5309	[G] COG5309 Exo-beta-1,3-glucanase
COG5310	[Q] COG5310 Homospermidine synthase
COG5314	[U] COG5314 Conjugal transfer/entry exclusion protein
COG5316	[S] COG5316 Uncharacterized conserved protein
COG5317	[S] COG5317 Uncharacterized protein conserved in bacteria
COG5319	[S] COG5319 Uncharacterized protein conserved in bacteria
COG5321	[S] COG5321 Uncharacterized protein conserved in bacteria
COG5322	[R] COG5322 Predicted dehydrogenase
COG5323	[S] COG5323 Uncharacterized conserved protein
COG5324	[S] COG5324 Uncharacterized conserved protein
COG5325	[U] COG5325 t-SNARE complex subunit, syntaxin
COG5328	[S] COG5328 Uncharacterized protein conserved in bacteria
COG5329	[T] COG5329 Phosphoinositide polyphosphatase (Sac family)
COG5330	[S] COG5330 Uncharacterized protein conserved in bacteria
COG5331	[S] COG5331 Uncharacterized protein conserved in bacteria
COG5333	[DKL] COG5333 Cdk activating kinase (CAK)/RNA polymerase II transcription initiation/nucleotide excision repair factor TFIIH/TFIIK, cyclin H subunit
COG5336	[S] COG5336 Uncharacterized protein conserved in bacteria
COG5337	[M] COG5337 Spore coat assembly protein
COG5338	[S] COG5338 Uncharacterized protein conserved in bacteria
COG5339	[S] COG5339 Uncharacterized protein conserved in bacteria
COG5340	[K] COG5340 Predicted transcriptional regulator
COG5341	[S] COG5341 Uncharacterized protein conserved in bacteria
COG5342	[R] COG5342 Invasion protein B, involved in pathogenesis
COG5343	[S] COG5343 Uncharacterized protein conserved in bacteria
COG5345	[S] COG5345 Uncharacterized protein conserved in bacteria
COG5346	[S] COG5346 Predicted membrane protein
COG5347	[U] COG5347 GTPase-activating protein that regulates ARFs (ADP-ribosylation factors), involved in ARF-mediated vesicular transport
COG5349	[S] COG5349 Uncharacterized protein conserved in bacteria
COG5350	[R] COG5350 Predicted protein tyrosine phosphatase
COG5351	[S] COG5351 Uncharacterized protein conserved in bacteria
COG5352	[S] COG5352 Uncharacterized protein conserved in bacteria
COG5353	[S] COG5353 Uncharacterized protein conserved in bacteria
COG5354	[R] COG5354 Uncharacterized protein, contains Trp-Asp (WD) repeat
COG5360	[S] COG5360 Uncharacterized protein conserved in bacteria
COG5361	[S] COG5361 Uncharacterized conserved protein
COG5362	[R] COG5362 Phage-related terminase
COG5366	[R] COG5366 Protein involved in propagation of M2 dsRNA satellite of L-A virus
COG5368	[S] COG5368 Uncharacterized protein conserved in bacteria
COG5369	[S] COG5369 Uncharacterized conserved protein
COG5371	[GO] COG5371 Golgi nucleoside diphosphatase
COG5373	[S] COG5373 Predicted membrane protein
COG5374	[S] COG5374 Uncharacterized conserved protein
COG5375	[S] COG5375 Uncharacterized protein conserved in bacteria
COG5377	[L] COG5377 Phage-related protein, predicted endonuclease
